id,question,expected_route,gold_source,gold_keywords,gold_chunk_index,strict_gold_available,latency_ms,returned_hits,error,strict_rr,source_hit@1,max_keyword_coverage@1,strict_hit@1,source_hit@3,max_keyword_coverage@3,strict_hit@3,source_hit@5,max_keyword_coverage@5,strict_hit@5,rank1_filename,rank1_chunk_index,rank1_score,rank1_source_match,rank1_keyword_coverage,rank1_content_preview,rank2_filename,rank2_chunk_index,rank2_score,rank2_source_match,rank2_keyword_coverage,rank2_content_preview,rank3_filename,rank3_chunk_index,rank3_score,rank3_source_match,rank3_keyword_coverage,rank3_content_preview,rank4_filename,rank4_chunk_index,rank4_score,rank4_source_match,rank4_keyword_coverage,rank4_content_preview,rank5_filename,rank5_chunk_index,rank5_score,rank5_source_match,rank5_keyword_coverage,rank5_content_preview
11,Router 的分层决策里，第一层负责识别什么？,vector,agentic_rag_knowledge_base.txt,第一层|Evidence Source Parser|只看文档|只看图谱|文档和图谱都要,5,True,74.523,5,,1.0,True,1.0,True,True,1.0,True,True,1.0,True,agentic_rag_knowledge_base.txt,5,0.15067617907420405,True,1.0,连接、依赖、上下游、归属、关系标签、流向和关系路径。HYBRID：同时需要文本证据与图谱关系的问题。只有用户明确要求结合文档/文字证据和图谱/Neo4j 关系时，才应该进入 HYBRID。---  ## 8.Router 的决策结构  当前 Router 不是单纯把所有问题都交给 LLM 判断，而是采用分层决策。第一层是 Evidence Source Parser，用来识别“只看文档”“只看图谱”“文档和图谱都要”等明确证据源需求。第,agentic_rag_knowledge_base.txt,4,0.07641787393846544,True,0.0,e + chunk_index 对结果去重。这两层机制分别解决“入库重复”和“检索结果重复”的问题。---  ## 6.基础 RAG 问答流程  项目第一阶段实现的是基础 RAG：文档解析、文本切块、向量化、向量检索和带引用回答。用户提交问题后，系统会根据问题检索相关知识库片段。检索结果作为上下文证据提供给大语言模型，大语言模型基于这些证据组织最终回答。回答需要尽可能保持与检索证据一致，并提供来源信息。RAG 的价值在于让回答不仅依赖模,agentic_rag_knowledge_base.txt,10,0.003256675814454879,True,0.0,路线会提供图谱关系证据；HYBRID 会同时提供文本和图谱信息。最终回答生成需要关注正确性与忠实性。回答不能因为模型“知道一些通用常识”就脱离当前检索证据随意补充项目事实。---  ## 18.Safe Refusal  当知识库中没有足够证据时，系统应该避免编造答案。Safe Refusal 的目标是区分“没有检索到答案”和“答案就是否定”。如果项目文档没有提供某个事实，例如真实营业收入、付费用户数、线上 QPS、生产环境月账单或实际,agentic_rag_knowledge_base.txt,11,-0.0051143727264606476,True,0.0,E 提供流式响应。SSE 让前端可以逐步接收回答内容和流程状态，而不是等待整个回答完成后一次性返回。当前前端还可以展示 Router、Vector/Graph Retrieval、Context Judge、Query Rewrite 和回答生成等流程信息，使用户能够看到一次问题处理经过了哪些步骤。---  ## 20.前端技术栈  前端使用 Vue 3、Vite、Pinia 和 ECharts。Vue 3 负责界面组件，Vite 负责,agentic_rag_knowledge_base.txt,19,-0.0155132564916447,True,0.0,。对于知识库没有提供的信息，还需要评测 Safe Refusal，确认系统不会生成不存在的项目数据。---  ## 37.当前未提供的生产信息  当前 README 和项目资料没有提供以下生产事实：  - 2025 年营业收入 - 当前付费用户数量 - 上线后的日活用户数 - 生产环境每秒查询次数峰值 - 生产环境每月服务器账单 - 实际线上 GPU 型号 - 最终部署的具体云服务商 - 中间信息丢失的准确概率 - 多轮执行固定增加的毫
12,什么情况下问题才应该进入 HYBRID 路线？,vector,agentic_rag_knowledge_base.txt,HYBRID|明确要求|文档/文字证据|图谱/Neo4j 关系,5,True,94.209,5,,1.0,True,1.0,True,True,1.0,True,True,1.0,True,agentic_rag_knowledge_base.txt,5,0.20183098475144656,True,1.0,连接、依赖、上下游、归属、关系标签、流向和关系路径。HYBRID：同时需要文本证据与图谱关系的问题。只有用户明确要求结合文档/文字证据和图谱/Neo4j 关系时，才应该进入 HYBRID。---  ## 8.Router 的决策结构  当前 Router 不是单纯把所有问题都交给 LLM 判断，而是采用分层决策。第一层是 Evidence Source Parser，用来识别“只看文档”“只看图谱”“文档和图谱都要”等明确证据源需求。第,agentic_rag_knowledge_base.txt,10,0.1771112556463157,True,0.25,路线会提供图谱关系证据；HYBRID 会同时提供文本和图谱信息。最终回答生成需要关注正确性与忠实性。回答不能因为模型“知道一些通用常识”就脱离当前检索证据随意补充项目事实。---  ## 18.Safe Refusal  当知识库中没有足够证据时，系统应该避免编造答案。Safe Refusal 的目标是区分“没有检索到答案”和“答案就是否定”。如果项目文档没有提供某个事实，例如真实营业收入、付费用户数、线上 QPS、生产环境月账单或实际,agentic_rag_knowledge_base.txt,11,0.06694141837194822,True,0.0,E 提供流式响应。SSE 让前端可以逐步接收回答内容和流程状态，而不是等待整个回答完成后一次性返回。当前前端还可以展示 Router、Vector/Graph Retrieval、Context Judge、Query Rewrite 和回答生成等流程信息，使用户能够看到一次问题处理经过了哪些步骤。---  ## 20.前端技术栈  前端使用 Vue 3、Vite、Pinia 和 ECharts。Vue 3 负责界面组件，Vite 负责,agentic_rag_knowledge_base.txt,9,0.05437978898402673,True,0.25,Graph Retrieval。它适合需要两类证据的问题：文本片段用于解释定义、背景、配置或机制；图谱用于说明实体连接、依赖、上下游或关系路径。HYBRID 并不是“问题复杂就自动使用”。如果用户只是问两个实体之间的关系，即使可以用文字解释，也优先 GRAPH。只有用户明确需要文本证据和图谱证据共同完成回答时，才应该选择 HYBRID。---  ## 16.DIRECT 路线  DIRECT 用于不依赖项目知识库的信息处理任务。典型 D,agentic_rag_knowledge_base.txt,4,0.0405065864424603,True,0.25,e + chunk_index 对结果去重。这两层机制分别解决“入库重复”和“检索结果重复”的问题。---  ## 6.基础 RAG 问答流程  项目第一阶段实现的是基础 RAG：文档解析、文本切块、向量化、向量检索和带引用回答。用户提交问题后，系统会根据问题检索相关知识库片段。检索结果作为上下文证据提供给大语言模型，大语言模型基于这些证据组织最终回答。回答需要尽可能保持与检索证据一致，并提供来源信息。RAG 的价值在于让回答不仅依赖模
13,Evidence Source Parser 如何区分“只看 README”和“先查 README 再沿 Neo4j 验证”？,vector,agentic_rag_knowledge_base.txt,只根据 README 回答|VECTOR|先查 README|Neo4j 验证|HYBRID,6,True,83.586,5,,1.0,True,1.0,True,True,1.0,True,True,1.0,True,agentic_rag_knowledge_base.txt,6,0.4354426844114978,True,1.0,Parser 用于识别用户真正想使用哪种证据，而不是只看问题中是否出现“文档”“图谱”等单个关键词。例如，“只根据 README 回答”应该路由到 VECTOR；“只沿 Neo4j 关系查”应该路由到 GRAPH；“先查 README，再沿 Neo4j 验证”则应该路由到 HYBRID。双证据表达还包括“文档内容与关系路径两个角度”“文字证据负责说明功能，图谱证据负责说明上下游”“别只看文档，也别只看图谱，两边都用”等自然语言形式。--,agentic_rag_knowledge_base.txt,7,0.20542623626139,True,0.0,date 和 rewritten_query 等状态，用于前端展示和后续评测。---  ## 11.Context Judge  Context Judge 用于判断当前检索到的上下文是否足以回答问题。如果检索证据已经足够，就可以继续进入回答生成；如果证据明显不足，可以触发 Query Rewrite 或进入其他补充流程。Context Judge 的作用是避免“检索到任意片段就直接让模型回答”。Context Judge 与 Quer,agentic_rag_knowledge_base.txt,8,0.19221307603264537,True,0.4,，直接图谱边往往比单纯文本段落更精确。---  ## 13.Neo4j  项目使用 Neo4j 5.24 作为知识图谱数据库，并通过 Cypher 查询图结构。文档上传阶段会抽取实体关系，并将这些实体和关系组织成图谱。问答阶段可以根据问题查找相关节点和边。Neo4j 适合保存明确关系，例如组件之间的依赖、流程上下游、实体属性关系和概念之间的连接。它与 Chroma 的职责不同：Chroma 更擅长文本语义相似度，Neo4j 更擅长结构化,agentic_rag_knowledge_base.txt,5,0.17291900963455487,True,0.4,连接、依赖、上下游、归属、关系标签、流向和关系路径。HYBRID：同时需要文本证据与图谱关系的问题。只有用户明确要求结合文档/文字证据和图谱/Neo4j 关系时，才应该进入 HYBRID。---  ## 8.Router 的决策结构  当前 Router 不是单纯把所有问题都交给 LLM 判断，而是采用分层决策。第一层是 Evidence Source Parser，用来识别“只看文档”“只看图谱”“文档和图谱都要”等明确证据源需求。第,agentic_rag_knowledge_base.txt,20,0.1566742624187869,True,0.2,n Set。新的独立泛化成绩必须在模型或规则冻结后，用从未参与调参的新 Holdout 只测试一次。同样的原则也适用于 Retrieval Evaluation：Gold Chunk 应该先标注，再运行正式检索评测，避免用模型自己的检索结果反向定义正确答案。---  ## 39.项目状态  README 标记当前项目状态为 All Phases Complete。项目已经完成基础 RAG、Vue 前端、知识图谱融合、Agent 工具调用
14,Query Rewrite 的核心目标是什么？,vector,agentic_rag_knowledge_base.txt,Query Rewrite|不改变用户意图|更适合知识库检索,6,True,76.205,5,,1.0,True,0.6666666666666666,True,True,0.6666666666666666,True,True,0.6666666666666666,True,agentic_rag_knowledge_base.txt,6,0.20782973587015063,True,0.6667,Parser 用于识别用户真正想使用哪种证据，而不是只看问题中是否出现“文档”“图谱”等单个关键词。例如，“只根据 README 回答”应该路由到 VECTOR；“只沿 Neo4j 关系查”应该路由到 GRAPH；“先查 README，再沿 Neo4j 验证”则应该路由到 HYBRID。双证据表达还包括“文档内容与关系路径两个角度”“文字证据负责说明功能，图谱证据负责说明上下游”“别只看文档，也别只看图谱，两边都用”等自然语言形式。--,agentic_rag_knowledge_base.txt,7,0.1525264077820584,True,0.3333,date 和 rewritten_query 等状态，用于前端展示和后续评测。---  ## 11.Context Judge  Context Judge 用于判断当前检索到的上下文是否足以回答问题。如果检索证据已经足够，就可以继续进入回答生成；如果证据明显不足，可以触发 Query Rewrite 或进入其他补充流程。Context Judge 的作用是避免“检索到任意片段就直接让模型回答”。Context Judge 与 Quer,agentic_rag_knowledge_base.txt,18,0.14600607597215265,True,0.3333,判断关系类型是否命中；Triple Hit Rate 判断主体、关系、客体组成的完整三元组是否正确。对于图谱问题，Triple Hit Rate 比只检查文本相似度更能反映真正的结构化检索能力。---  ## 35.Query Rewrite Evaluation  Query Rewrite 可以通过“改写前检索”和“改写后检索”的差异评估。例如，可以比较原始查询的 Hit@3 与 rewritten query 的 Hit@3，并计,agentic_rag_knowledge_base.txt,20,0.09866841964546835,True,0.3333,n Set。新的独立泛化成绩必须在模型或规则冻结后，用从未参与调参的新 Holdout 只测试一次。同样的原则也适用于 Retrieval Evaluation：Gold Chunk 应该先标注，再运行正式检索评测，避免用模型自己的检索结果反向定义正确答案。---  ## 39.项目状态  README 标记当前项目状态为 All Phases Complete。项目已经完成基础 RAG、Vue 前端、知识图谱融合、Agent 工具调用,agentic_rag_knowledge_base.txt,17,0.09779808848427896,True,0.0,答评测可以检查最终答案是否忠实于检索到的片段，以及引用来源是否与实际证据一致。---  ## 33.Retrieval Evaluation  Vector Retrieval 的核心评测指标可以包括 Hit@1、Hit@3、Hit@5 和 MRR。Hit@K 判断正确的 Gold Chunk 是否出现在前 K 个结果中。MRR 根据第一个正确结果的位置计算倒数排名，再对所有问题取平均。为了让这些指标有意义，知识库必须包含多个真实 ch
15,Context Judge 的主要职责是什么？,vector,agentic_rag_knowledge_base.txt,Context Judge|判断|上下文是否足以回答问题,7,True,70.426,5,,1.0,True,1.0,True,True,1.0,True,True,1.0,True,agentic_rag_knowledge_base.txt,7,0.21178445756601083,True,1.0,date 和 rewritten_query 等状态，用于前端展示和后续评测。---  ## 11.Context Judge  Context Judge 用于判断当前检索到的上下文是否足以回答问题。如果检索证据已经足够，就可以继续进入回答生成；如果证据明显不足，可以触发 Query Rewrite 或进入其他补充流程。Context Judge 的作用是避免“检索到任意片段就直接让模型回答”。Context Judge 与 Quer,agentic_rag_knowledge_base.txt,4,0.11884814235751495,True,0.0,e + chunk_index 对结果去重。这两层机制分别解决“入库重复”和“检索结果重复”的问题。---  ## 6.基础 RAG 问答流程  项目第一阶段实现的是基础 RAG：文档解析、文本切块、向量化、向量检索和带引用回答。用户提交问题后，系统会根据问题检索相关知识库片段。检索结果作为上下文证据提供给大语言模型，大语言模型基于这些证据组织最终回答。回答需要尽可能保持与检索证据一致，并提供来源信息。RAG 的价值在于让回答不仅依赖模,agentic_rag_knowledge_base.txt,10,0.11109811492712063,True,0.6667,路线会提供图谱关系证据；HYBRID 会同时提供文本和图谱信息。最终回答生成需要关注正确性与忠实性。回答不能因为模型“知道一些通用常识”就脱离当前检索证据随意补充项目事实。---  ## 18.Safe Refusal  当知识库中没有足够证据时，系统应该避免编造答案。Safe Refusal 的目标是区分“没有检索到答案”和“答案就是否定”。如果项目文档没有提供某个事实，例如真实营业收入、付费用户数、线上 QPS、生产环境月账单或实际,agentic_rag_knowledge_base.txt,12,0.10935586432131827,True,0.6667,ry Rewrite、Context Judge 和检索服务都位于后端逻辑中。---  ## 22.SQLite  项目使用 SQLite 保存会话相关数据。SQLite 与 Chroma 和 Neo4j 承担不同职责。Chroma 负责向量知识库，Neo4j 负责实体关系图谱，SQLite 用于会话存储。---  ## 23.LLM  项目使用 DeepSeek API，并通过 OpenAI 兼容接口调用。LLM 用于回答生成，也用于,agentic_rag_knowledge_base.txt,11,0.10884111610368463,True,0.3333,E 提供流式响应。SSE 让前端可以逐步接收回答内容和流程状态，而不是等待整个回答完成后一次性返回。当前前端还可以展示 Router、Vector/Graph Retrieval、Context Judge、Query Rewrite 和回答生成等流程信息，使用户能够看到一次问题处理经过了哪些步骤。---  ## 20.前端技术栈  前端使用 Vue 3、Vite、Pinia 和 ECharts。Vue 3 负责界面组件，Vite 负责
16,当 Context Judge 认为证据不足时，流程可以怎样继续？,vector,agentic_rag_knowledge_base.txt,证据明显不足|触发 Query Rewrite|再次检索,7,True,74.123,5,,1.0,True,1.0,True,True,1.0,True,True,1.0,True,agentic_rag_knowledge_base.txt,7,0.2676135670283226,True,1.0,date 和 rewritten_query 等状态，用于前端展示和后续评测。---  ## 11.Context Judge  Context Judge 用于判断当前检索到的上下文是否足以回答问题。如果检索证据已经足够，就可以继续进入回答生成；如果证据明显不足，可以触发 Query Rewrite 或进入其他补充流程。Context Judge 的作用是避免“检索到任意片段就直接让模型回答”。Context Judge 与 Quer,agentic_rag_knowledge_base.txt,10,0.2633212883402456,True,0.0,路线会提供图谱关系证据；HYBRID 会同时提供文本和图谱信息。最终回答生成需要关注正确性与忠实性。回答不能因为模型“知道一些通用常识”就脱离当前检索证据随意补充项目事实。---  ## 18.Safe Refusal  当知识库中没有足够证据时，系统应该避免编造答案。Safe Refusal 的目标是区分“没有检索到答案”和“答案就是否定”。如果项目文档没有提供某个事实，例如真实营业收入、付费用户数、线上 QPS、生产环境月账单或实际,agentic_rag_knowledge_base.txt,4,0.19464176893155938,True,0.0,e + chunk_index 对结果去重。这两层机制分别解决“入库重复”和“检索结果重复”的问题。---  ## 6.基础 RAG 问答流程  项目第一阶段实现的是基础 RAG：文档解析、文本切块、向量化、向量检索和带引用回答。用户提交问题后，系统会根据问题检索相关知识库片段。检索结果作为上下文证据提供给大语言模型，大语言模型基于这些证据组织最终回答。回答需要尽可能保持与检索证据一致，并提供来源信息。RAG 的价值在于让回答不仅依赖模,agentic_rag_knowledge_base.txt,6,0.19457799891048744,True,0.0,Parser 用于识别用户真正想使用哪种证据，而不是只看问题中是否出现“文档”“图谱”等单个关键词。例如，“只根据 README 回答”应该路由到 VECTOR；“只沿 Neo4j 关系查”应该路由到 GRAPH；“先查 README，再沿 Neo4j 验证”则应该路由到 HYBRID。双证据表达还包括“文档内容与关系路径两个角度”“文字证据负责说明功能，图谱证据负责说明上下游”“别只看文档，也别只看图谱，两边都用”等自然语言形式。--,agentic_rag_knowledge_base.txt,20,0.11806036468015879,True,0.0,n Set。新的独立泛化成绩必须在模型或规则冻结后，用从未参与调参的新 Holdout 只测试一次。同样的原则也适用于 Retrieval Evaluation：Gold Chunk 应该先标注，再运行正式检索评测，避免用模型自己的检索结果反向定义正确答案。---  ## 39.项目状态  README 标记当前项目状态为 All Phases Complete。项目已经完成基础 RAG、Vue 前端、知识图谱融合、Agent 工具调用
17,项目使用的 Neo4j 版本是多少？,vector,agentic_rag_knowledge_base.txt,Neo4j 5.24,8,True,79.712,5,,1.0,True,1.0,True,True,1.0,True,True,1.0,True,agentic_rag_knowledge_base.txt,8,0.27874133652999555,True,1.0,，直接图谱边往往比单纯文本段落更精确。---  ## 13.Neo4j  项目使用 Neo4j 5.24 作为知识图谱数据库，并通过 Cypher 查询图结构。文档上传阶段会抽取实体关系，并将这些实体和关系组织成图谱。问答阶段可以根据问题查找相关节点和边。Neo4j 适合保存明确关系，例如组件之间的依赖、流程上下游、实体属性关系和概念之间的连接。它与 Chroma 的职责不同：Chroma 更擅长文本语义相似度，Neo4j 更擅长结构化,agentic_rag_knowledge_base.txt,14,0.17862144558618265,True,0.0,务地址  Docker Compose 构建完成后，前端页面使用 http://localhost。后端 FastAPI 文档位于 http://localhost:8000/docs。Neo4j 管理界面位于 http://localhost:7474。项目通过 Docker volume 持久化向量库、会话记录、图谱数据和 Agent 生成文件，因此容器重启后这些数据不会自动丢失。---  ## 27.本地开发模式  如果需要修改代,agentic_rag_knowledge_base.txt,13,0.12560998204836316,True,0.0,ackend 和 neo4j。前端和后端分别有自己的 Dockerfile，前端还提供 nginx.conf 作为生产环境反向代理配置。Docker Compose 的目标是降低本地部署成本，使前端、后端和 Neo4j 可以以统一方式启动。---  ## 25.Docker 启动流程  推荐部署方式是先安装 Docker Desktop，然后克隆项目仓库。进入 agentic-rag-platform 目录后，需要复制 .env.exa,agentic_rag_knowledge_base.txt,7,0.05221646655049861,True,0.0,date 和 rewritten_query 等状态，用于前端展示和后续评测。---  ## 11.Context Judge  Context Judge 用于判断当前检索到的上下文是否足以回答问题。如果检索证据已经足够，就可以继续进入回答生成；如果证据明显不足，可以触发 Query Rewrite 或进入其他补充流程。Context Judge 的作用是避免“检索到任意片段就直接让模型回答”。Context Judge 与 Quer,agentic_rag_knowledge_base.txt,12,0.008655562538691042,True,0.0,ry Rewrite、Context Judge 和检索服务都位于后端逻辑中。---  ## 22.SQLite  项目使用 SQLite 保存会话相关数据。SQLite 与 Chroma 和 Neo4j 承担不同职责。Chroma 负责向量知识库，Neo4j 负责实体关系图谱，SQLite 用于会话存储。---  ## 23.LLM  项目使用 DeepSeek API，并通过 OpenAI 兼容接口调用。LLM 用于回答生成，也用于
18,Chroma 和 Neo4j 在项目中的职责有什么区别？,vector,agentic_rag_knowledge_base.txt,Chroma|文本语义相似度|Neo4j|结构化关系查询,8,True,76.929,5,,1.0,True,1.0,True,True,1.0,True,True,1.0,True,agentic_rag_knowledge_base.txt,8,0.35255069579797715,True,1.0,，直接图谱边往往比单纯文本段落更精确。---  ## 13.Neo4j  项目使用 Neo4j 5.24 作为知识图谱数据库，并通过 Cypher 查询图结构。文档上传阶段会抽取实体关系，并将这些实体和关系组织成图谱。问答阶段可以根据问题查找相关节点和边。Neo4j 适合保存明确关系，例如组件之间的依赖、流程上下游、实体属性关系和概念之间的连接。它与 Chroma 的职责不同：Chroma 更擅长文本语义相似度，Neo4j 更擅长结构化,agentic_rag_knowledge_base.txt,12,0.20299541188135584,True,0.5,ry Rewrite、Context Judge 和检索服务都位于后端逻辑中。---  ## 22.SQLite  项目使用 SQLite 保存会话相关数据。SQLite 与 Chroma 和 Neo4j 承担不同职责。Chroma 负责向量知识库，Neo4j 负责实体关系图谱，SQLite 用于会话存储。---  ## 23.LLM  项目使用 DeepSeek API，并通过 OpenAI 兼容接口调用。LLM 用于回答生成，也用于,agentic_rag_knowledge_base.txt,7,0.08887827493933931,True,0.25,date 和 rewritten_query 等状态，用于前端展示和后续评测。---  ## 11.Context Judge  Context Judge 用于判断当前检索到的上下文是否足以回答问题。如果检索证据已经足够，就可以继续进入回答生成；如果证据明显不足，可以触发 Query Rewrite 或进入其他补充流程。Context Judge 的作用是避免“检索到任意片段就直接让模型回答”。Context Judge 与 Quer,agentic_rag_knowledge_base.txt,3,0.08444471258905362,True,0.25,all-zh 作为中文向量模型。文档入库时，系统对多个 chunks 批量计算 embedding；查询时，对用户问题计算 query embedding。Chroma 使用查询向量与已存储文档向量之间的距离进行排序，从而返回最相关的文本片段。Embedding 负责表示语义，但不负责最终回答。检索到的片段仍然需要交给后续上下文判断、回答生成或混合检索流程处理。---  ## 5.Chroma  Chroma 是项目中的向量数据库，负责,agentic_rag_knowledge_base.txt,13,0.057258266711798345,True,0.25,ackend 和 neo4j。前端和后端分别有自己的 Dockerfile，前端还提供 nginx.conf 作为生产环境反向代理配置。Docker Compose 的目标是降低本地部署成本，使前端、后端和 Neo4j 可以以统一方式启动。---  ## 25.Docker 启动流程  推荐部署方式是先安装 Docker Desktop，然后克隆项目仓库。进入 agentic-rag-platform 目录后，需要复制 .env.exa
19,HYBRID 路线里的文本证据和图谱证据分别负责什么？,vector,agentic_rag_knowledge_base.txt,文本片段|定义|背景|配置|图谱|实体连接|上下游|关系路径,9,True,100.008,5,,0.5,True,0.375,False,True,1.0,True,True,1.0,True,agentic_rag_knowledge_base.txt,5,0.32344813959404317,True,0.375,连接、依赖、上下游、归属、关系标签、流向和关系路径。HYBRID：同时需要文本证据与图谱关系的问题。只有用户明确要求结合文档/文字证据和图谱/Neo4j 关系时，才应该进入 HYBRID。---  ## 8.Router 的决策结构  当前 Router 不是单纯把所有问题都交给 LLM 判断，而是采用分层决策。第一层是 Evidence Source Parser，用来识别“只看文档”“只看图谱”“文档和图谱都要”等明确证据源需求。第,agentic_rag_knowledge_base.txt,9,0.28884931925925217,True,1.0,Graph Retrieval。它适合需要两类证据的问题：文本片段用于解释定义、背景、配置或机制；图谱用于说明实体连接、依赖、上下游或关系路径。HYBRID 并不是“问题复杂就自动使用”。如果用户只是问两个实体之间的关系，即使可以用文字解释，也优先 GRAPH。只有用户明确需要文本证据和图谱证据共同完成回答时，才应该选择 HYBRID。---  ## 16.DIRECT 路线  DIRECT 用于不依赖项目知识库的信息处理任务。典型 D,agentic_rag_knowledge_base.txt,6,0.24123940578579028,True,0.375,Parser 用于识别用户真正想使用哪种证据，而不是只看问题中是否出现“文档”“图谱”等单个关键词。例如，“只根据 README 回答”应该路由到 VECTOR；“只沿 Neo4j 关系查”应该路由到 GRAPH；“先查 README，再沿 Neo4j 验证”则应该路由到 HYBRID。双证据表达还包括“文档内容与关系路径两个角度”“文字证据负责说明功能，图谱证据负责说明上下游”“别只看文档，也别只看图谱，两边都用”等自然语言形式。--,agentic_rag_knowledge_base.txt,8,0.19316035530260922,True,0.75,，直接图谱边往往比单纯文本段落更精确。---  ## 13.Neo4j  项目使用 Neo4j 5.24 作为知识图谱数据库，并通过 Cypher 查询图结构。文档上传阶段会抽取实体关系，并将这些实体和关系组织成图谱。问答阶段可以根据问题查找相关节点和边。Neo4j 适合保存明确关系，例如组件之间的依赖、流程上下游、实体属性关系和概念之间的连接。它与 Chroma 的职责不同：Chroma 更擅长文本语义相似度，Neo4j 更擅长结构化,agentic_rag_knowledge_base.txt,10,0.14773490310879867,True,0.125,路线会提供图谱关系证据；HYBRID 会同时提供文本和图谱信息。最终回答生成需要关注正确性与忠实性。回答不能因为模型“知道一些通用常识”就脱离当前检索证据随意补充项目事实。---  ## 18.Safe Refusal  当知识库中没有足够证据时，系统应该避免编造答案。Safe Refusal 的目标是区分“没有检索到答案”和“答案就是否定”。如果项目文档没有提供某个事实，例如真实营业收入、付费用户数、线上 QPS、生产环境月账单或实际
20,DIRECT 路线典型包含哪些任务？,vector,agentic_rag_knowledge_base.txt,DIRECT|寒暄|简单翻译|简单算术|文本拆分,9,True,72.216,5,,1.0,True,1.0,True,True,1.0,True,True,1.0,True,agentic_rag_knowledge_base.txt,9,0.3144374245073428,True,1.0,Graph Retrieval。它适合需要两类证据的问题：文本片段用于解释定义、背景、配置或机制；图谱用于说明实体连接、依赖、上下游或关系路径。HYBRID 并不是“问题复杂就自动使用”。如果用户只是问两个实体之间的关系，即使可以用文字解释，也优先 GRAPH。只有用户明确需要文本证据和图谱证据共同完成回答时，才应该选择 HYBRID。---  ## 16.DIRECT 路线  DIRECT 用于不依赖项目知识库的信息处理任务。典型 D,agentic_rag_knowledge_base.txt,11,0.08335149074162185,True,0.0,E 提供流式响应。SSE 让前端可以逐步接收回答内容和流程状态，而不是等待整个回答完成后一次性返回。当前前端还可以展示 Router、Vector/Graph Retrieval、Context Judge、Query Rewrite 和回答生成等流程信息，使用户能够看到一次问题处理经过了哪些步骤。---  ## 20.前端技术栈  前端使用 Vue 3、Vite、Pinia 和 ECharts。Vue 3 负责界面组件，Vite 负责,agentic_rag_knowledge_base.txt,5,0.07218508022438486,True,0.6,连接、依赖、上下游、归属、关系标签、流向和关系路径。HYBRID：同时需要文本证据与图谱关系的问题。只有用户明确要求结合文档/文字证据和图谱/Neo4j 关系时，才应该进入 HYBRID。---  ## 8.Router 的决策结构  当前 Router 不是单纯把所有问题都交给 LLM 判断，而是采用分层决策。第一层是 Evidence Source Parser，用来识别“只看文档”“只看图谱”“文档和图谱都要”等明确证据源需求。第,agentic_rag_knowledge_base.txt,10,0.07204894591280275,True,0.0,路线会提供图谱关系证据；HYBRID 会同时提供文本和图谱信息。最终回答生成需要关注正确性与忠实性。回答不能因为模型“知道一些通用常识”就脱离当前检索证据随意补充项目事实。---  ## 18.Safe Refusal  当知识库中没有足够证据时，系统应该避免编造答案。Safe Refusal 的目标是区分“没有检索到答案”和“答案就是否定”。如果项目文档没有提供某个事实，例如真实营业收入、付费用户数、线上 QPS、生产环境月账单或实际,agentic_rag_knowledge_base.txt,15,0.03309033450249066,True,0.0,录包含 backend、frontend、docker-compose.yml 和 LICENSE。backend 是 FastAPI 后端，其中 app/api 负责接口路由，app/services 负责 RAG、知识图谱和 Agent 核心业务逻辑，app/utils 负责文档解析和切块。frontend 是 Vue 3 前端，其中 src/components 包含对话窗口、侧边栏和图谱可视化等组件，src/stores 用于 
